,id,title_original,title_normalized,source_page,region,ai_category,ingredient_json,instruction,region_clean,province_group,category
335,MR_388_01,ATJAR IKAN,Acar Ikan,388,,Lauk Pauk (Fish/Acar),"[{""group_name"": ""utama"", ""original_header"": ""Bahan :"", ""ingredients"": [{""original_text"": ""ikan belanak 4 ekor"", ""item_original"": ""ikan belanak"", ""item_normalized"": ""ikan belanak"", ""quantity"": 4.0, ""unit"": ""ekor""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu² :"", ""ingredients"": [{""original_text"": ""bawang putih 6 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 6.0, ""unit"": ""siung""}, {""original_text"": ""lombok merah 2 bh."", ""item_original"": ""lombok merah"", ""item_normalized"": ""cabai merah"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""kemiri 3 bdj."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 3.0, ""unit"": ""butir""}, {""original_text"": ""kunjit 1/2 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 0.5, ""unit"": ""ruas jari""}, {""original_text"": ""laos 1 pt."", ""item_original"": ""laos"", ""item_normalized"": ""lengkuas"", ""quantity"": 1.0, ""unit"": ""potong""}, {""original_text"": ""tjuka 1 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1/2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok makan""}]}]","Ikan dibersihkan, ditjutji, digoreng.
Lombok diiris pandjang, bawang putih, laos diiris halus, kunjit, kemiri, garam dihaluskan.
Semua bumbu ditumis, diberi air 1 tjangkir sampai mendidih.
Ikan dimasukkan, diberi tjuka.
Diangkat setelah masak, ikan djangan sampai hantjur.",,Unknown,LAUK PAUK BASAH TIDAK BERKUAH
336,MR_388_02,ATJAR IKAN BANDENG,Acar Ikan Bandeng,388,Rembang,Lauk Pauk (Fish/Acar),"[{""group_name"": ""utama"", ""original_header"": ""Bahan :"", ""ingredients"": [{""original_text"": ""ikan bandeng 3 ekor"", ""item_original"": ""ikan bandeng"", ""item_normalized"": ""ikan bandeng"", ""quantity"": 3.0, ""unit"": ""ekor""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu² :"", ""ingredients"": [{""original_text"": ""bawang merah 4 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 4.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 2 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""siung""}, {""original_text"": ""lombok rawit 1/2 ons"", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 0.5, ""unit"": ""ons""}, {""original_text"": ""kemiri 5 bdj."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 5.0, ""unit"": ""butir""}, {""original_text"": ""kunjit 1/2 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 0.5, ""unit"": ""ruas jari""}, {""original_text"": ""gula merah 1 sdt."", ""item_original"": ""gula merah"", ""item_normalized"": ""gula merah"", ""quantity"": 1.0, ""unit"": ""sendok teh""}, {""original_text"": ""tjuka 1 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}]}]","Ikan dibersihkan, digoreng.
Lombok rawit dibelah dua.
Semua bumbu dihaluskan, ditumis, sesudah masak diberi air ± 1 tjangkir, tjuka dimasukkan.
Terachir ikan goreng dimasukkan di-aduk² sampai rata, segera diangkat setelah mendidih.",Rembang,Jawa Tengah,LAUK PAUK BASAH TIDAK BERKUAH
337,MR_389_01,ATJAR IKAN EMAS (Tjiandjur),Acar Ikan Mas (Cianjur),389,Cianjur,Lauk Pauk,"[{""group_name"": ""Bahan Utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""ikan emas 1 kg."", ""item_original"": ""ikan emas"", ""item_normalized"": ""ikan mas"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""tomat 2 bh."", ""item_original"": ""tomat"", ""item_normalized"": ""tomat"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""minjak goreng ½ btl."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 0.5, ""unit"": ""botol""}]}, {""group_name"": ""Bumbu"", ""original_header"": ""Bumbu"", ""ingredients"": [{""original_text"": ""bawang merah 6 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 6.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 3 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 3.0, ""unit"": ""siung""}, {""original_text"": ""lombok merah 3 bh."", ""item_original"": ""lombok merah"", ""item_normalized"": ""cabai merah"", ""quantity"": 3.0, ""unit"": ""buah""}, {""original_text"": ""kemiri 20 bdj."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 20.0, ""unit"": ""biji""}, {""original_text"": ""kunjit 1 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""djae 1 rdj."", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""salam 3 lbr."", ""item_original"": ""salam"", ""item_normalized"": ""daun salam"", ""quantity"": 3.0, ""unit"": ""lembar""}, {""original_text"": ""sereh 1 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""tjuka 2 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 2.0, ""unit"": ""sendok makan""}, {""original_text"": ""gula pasir 1 sdt."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 1.0, ""unit"": ""sendok teh""}]}]","Ikan emas dibersihkan. Kemudian diberi garam dan tjuka, diaduk sampai rata, didiamkan 5 menit, lalu digoreng.
Semua bumbu dihaluskan, ketjuali lombok dibelah dua ; djae, sereh dimemarkan. Semua bumbu diaduk rata, ditumis. Diberi air ½ gelas dibiarkan bumbunja sampai masak (2 menit).
Bumbu diangkat dan dituangkan diatas ikan goreng.
Dapat dihias dengan irisan tomat masak.",Cianjur,Jawa Barat,Unknown
338,MR_389_02,ATJAR KETIMUN,Acar Timun,389,,Pelengkap,"[{""group_name"": ""Bahan Utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""ketimun 1 kg."", ""item_original"": ""ketimun"", ""item_normalized"": ""timun"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""bawang merah 2 ons"", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 2.0, ""unit"": ""ons""}, {""original_text"": ""lombok merah 3 ons"", ""item_original"": ""lombok merah"", ""item_normalized"": ""cabai merah"", ""quantity"": 3.0, ""unit"": ""ons""}]}, {""group_name"": ""Bumbu"", ""original_header"": ""Bumbu"", ""ingredients"": [{""original_text"": ""bawang putih 3 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 3.0, ""unit"": ""siung""}, {""original_text"": ""kemiri 10 btr."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 10.0, ""unit"": ""butir""}, {""original_text"": ""kunjit 1 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""tjuka 4 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 4.0, ""unit"": ""sendok makan""}, {""original_text"": ""gula pasir 3 sdm."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 3.0, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1 sdt."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok teh""}]}]","Ketimun dikupas, dibelah dua dikeluarkan bidjinja kemudian dipotong setebal 1 cm sepandjang 4 cm.
Lombok merah, bawang merah dipotong bulat².",,Unknown,LAUK PAUK BASAH TIDAK BERKUAH
339,MR_390_01,ATJAR KETIMUN DAN WIDJEN,Acar Ketimun dan Wijen,390,Timor,Acar,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""ketimun 6 bh."", ""item_original"": ""ketimun"", ""item_normalized"": ""ketimun"", ""quantity"": 6.0, ""unit"": ""buah""}, {""original_text"": ""tomat 4 bh."", ""item_original"": ""tomat"", ""item_normalized"": ""tomat"", ""quantity"": 4.0, ""unit"": ""buah""}, {""original_text"": ""widjen 1 genggam."", ""item_original"": ""widjen"", ""item_normalized"": ""wijen"", ""quantity"": 1.0, ""unit"": ""genggam""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang timur 2 bh."", ""item_original"": ""bawang timur"", ""item_normalized"": ""bawang merah"", ""quantity"": 2.0, ""unit"": ""buah""}, {""original_text"": ""tjuka setjukupnja"", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}]}]","Ketimun dikupas dan digaruk dahulu dengan garpu, sesudah itu dipotong tipis².
Tomat diiris, bawang timur di-potong² halus.
Widjen digoreng sangan.
Semua bumbu tersebut diawur dengan ketimun hingga bertjampur, dibubuhi tjuka dan garam.",Timor,Nusa Tenggara Timur,LAUK PAUK BASAH TIDAK BERKUAH
340,MR_390_02,ATJAR KETIMUN TANPA TJUKA,Acar Ketimun Tanpa Cuka,390,Purwokerto,Acar,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""ketimun 1 kg."", ""item_original"": ""ketimun"", ""item_normalized"": ""ketimun"", ""quantity"": 1.0, ""unit"": ""kilogram""}, {""original_text"": ""tomat 10 bh."", ""item_original"": ""tomat"", ""item_normalized"": ""tomat"", ""quantity"": 10.0, ""unit"": ""buah""}, {""original_text"": ""lombok merah 5 bh."", ""item_original"": ""lombok merah"", ""item_normalized"": ""cabai merah"", ""quantity"": 5.0, ""unit"": ""buah""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 10 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 10.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 2 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""siung""}, {""original_text"": ""lada 1/2 sdt."", ""item_original"": ""lada"", ""item_normalized"": ""lada"", ""quantity"": 0.5, ""unit"": ""sendok teh""}, {""original_text"": ""kunjit 2 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 2.0, ""unit"": ""ruas jari""}, {""original_text"": ""gula pasir 1 sdm."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1 sdt."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok teh""}]}]","Ketimun dikupas, ditjutji, dibelah, dibuang isinja, kemudian di-potong², pandjang 3 cm, tebal 1 cm.
Bumbu dihaluskan, ditumis.",Purwokerto,Jawa Tengah,LAUK PAUK BASAH TIDAK BERKUAH
341,MR_391_01,ATJAR MENTAH,Acar Mentah,391,Purwokerto,Acar,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""ketimun besar 1/2 kg."", ""item_original"": ""ketimun besar"", ""item_normalized"": ""timun besar"", ""quantity"": 0.5, ""unit"": ""kilogram""}, {""original_text"": ""lombok rawit 1/2 ons"", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 0.5, ""unit"": ""ons""}, {""original_text"": ""bawang merah 10 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 10.0, ""unit"": ""buah""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""tjuka 4 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 4.0, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""gula pasir 2 sdm."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 2.0, ""unit"": ""sendok makan""}]}]","Ketimun dikupas, ditjutji kemudian di-potong² sebesar djari bersama isinja.
Bawang merah dipotong mendjadi 4, lombok rawit dibuang tangkainja.
Gula, garam, tjuka ditjampur, diberi air setjukupnja, kemudian ketimun dan bawang merah dimasukkan, didjemur ± 1/4 djam.",Purwokerto,Jawa Tengah,LAUK PAUK BASAH TIDAK BERKUAH
342,MR_391_02,ATJAR RAMPING,Acar Ramping,391,Rembang,Acar,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""taoge 1 ons"", ""item_original"": ""taoge"", ""item_normalized"": ""tauge"", ""quantity"": 1.0, ""unit"": ""ons""}, {""original_text"": ""kol 2 ons"", ""item_original"": ""kol"", ""item_normalized"": ""kol"", ""quantity"": 2.0, ""unit"": ""ons""}, {""original_text"": ""wortel 1/4 kg."", ""item_original"": ""wortel"", ""item_normalized"": ""wortel"", ""quantity"": 0.25, ""unit"": ""kilogram""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 5 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 5.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 5 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 5.0, ""unit"": ""siung""}, {""original_text"": ""lombok merah 7 bh."", ""item_original"": ""lombok merah"", ""item_normalized"": ""cabai merah"", ""quantity"": 7.0, ""unit"": ""buah""}, {""original_text"": ""lombok rawit 25 bh."", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 25.0, ""unit"": ""buah""}, {""original_text"": ""kemiri 5 bdj."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 5.0, ""unit"": ""biji""}, {""original_text"": ""kunjit 1 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""djae 1 rdj."", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""tjuka 1 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""gula merah 1/2 sdm."", ""item_original"": ""gula merah"", ""item_normalized"": ""gula merah"", ""quantity"": 0.5, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}]}]",,Rembang,Jawa Tengah,LAUK PAUK BASAH TIDAK BERKUAH
343,MR_392_01,ATJAR TAHU,Acar Tahu,392,Rembang,Lauk Pauk,"[{""group_name"": ""utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""tahu 10 pt."", ""item_original"": ""tahu"", ""item_normalized"": ""tahu"", ""quantity"": 10.0, ""unit"": ""potong""}, {""original_text"": ""kelapa 1/2 btr."", ""item_original"": ""kelapa"", ""item_normalized"": ""kelapa"", ""quantity"": 0.5, ""unit"": ""butir""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 7 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 7.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 4 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 4.0, ""unit"": ""siung""}, {""original_text"": ""lombok rawit 6 bh."", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 6.0, ""unit"": ""buah""}, {""original_text"": ""kemiri 3 bdj."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 3.0, ""unit"": ""biji""}, {""original_text"": ""djae 1 rdj."", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 1.0, ""unit"": ""ruas""}, {""original_text"": ""sereh 1 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""tjuka 2 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 2.0, ""unit"": ""sendok makan""}, {""original_text"": ""gula merah 1/2 sdm."", ""item_original"": ""gula merah"", ""item_normalized"": ""gula merah"", ""quantity"": 0.5, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1/2 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 0.5, ""unit"": ""sendok makan""}, {""original_text"": ""ketjap 4 sdm."", ""item_original"": ""ketjap"", ""item_normalized"": ""kecap"", ""quantity"": 4.0, ""unit"": ""sendok makan""}]}]","Tahu di-iris² persegi, bawang merah dan bawang putih diiris tipis, semuanja digoreng.
Kelapa diparut, diambil santannja 1/2 gelas.
Kemiri dihaluskan, ditumis sampai ke-kuning²an, dimasukkan santan berikut bumbu²nja, dimasak sampai mendidih.
Dimasukkan tahu, direbus sampai kental.",Rembang,Jawa Tengah,LAUK PAUK BASAH TIDAK BERKUAH
344,MR_392_02,ATJAR TELUR,Acar Telur,392,,Lauk Pauk,"[{""group_name"": ""utama"", ""original_header"": ""Bahan"", ""ingredients"": [{""original_text"": ""telur ajam 5 btr."", ""item_original"": ""telur ajam"", ""item_normalized"": ""telur ayam"", ""quantity"": 5.0, ""unit"": ""butir""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 6 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 6.0, ""unit"": ""buah""}, {""original_text"": ""lombok merah 5 bh."", ""item_original"": ""lombok merah"", ""item_normalized"": ""cabai merah"", ""quantity"": 5.0, ""unit"": ""buah""}, {""original_text"": ""kemiri 3 bdj."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 3.0, ""unit"": ""biji""}, {""original_text"": ""kunjit 1 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""ruas""}, {""original_text"": ""sereh 1 btg."", ""item_original"": ""sereh"", ""item_normalized"": ""serai"", ""quantity"": 1.0, ""unit"": ""batang""}, {""original_text"": ""tjuka 1 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""minjak goreng 1 sdm."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 1.0, ""unit"": ""sendok makan""}]}]","Telur direbus, dikupas, dibelah djadi dua.
Kemiri dihaluskan, bawang merah dimemarkan, lombok dibelah, ditumis dengan minjak goreng.",,Unknown,LAUK PAUK BASAH TIDAK BERKUAH
345,MR_393_01,ATJAR TIMOR,Acar Timor,393,,Acar/Pickles,"[{""group_name"": ""bahan_utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""ketimun 4 bdj."", ""item_original"": ""ketimun"", ""item_normalized"": ""ketimun"", ""quantity"": 4.0, ""unit"": ""buah""}, {""original_text"": ""taoge 1 ons"", ""item_original"": ""taoge"", ""item_normalized"": ""tauge"", ""quantity"": 100.0, ""unit"": ""gram""}, {""original_text"": ""kangkung 2 ikat"", ""item_original"": ""kangkung"", ""item_normalized"": ""kangkung"", ""quantity"": 2.0, ""unit"": ""ikat""}, {""original_text"": ""kol putih 1/4 kg."", ""item_original"": ""kol putih"", ""item_normalized"": ""kol putih"", ""quantity"": 0.25, ""unit"": ""kilogram""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""lombok besar 10 bh."", ""item_original"": ""lombok besar"", ""item_normalized"": ""cabai besar"", ""quantity"": 10.0, ""unit"": ""buah""}, {""original_text"": ""bawang merah dibelah 10 bh."", ""item_original"": ""bawang merah dibelah"", ""item_normalized"": ""bawang merah dibelah"", ""quantity"": 10.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih diiris tipis 5 siung"", ""item_original"": ""bawang putih diiris tipis"", ""item_normalized"": ""bawang putih diiris tipis"", ""quantity"": 5.0, ""unit"": ""siung""}, {""original_text"": ""tjuka 1 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""djae 2 rdj."", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 2.0, ""unit"": ""ruas""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""gula pasir 2 sdm."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 2.0, ""unit"": ""sendok makan""}]}, {""group_name"": ""keterangan_pelengkap"", ""original_header"": ""Keterangan"", ""ingredients"": [{""original_text"": ""tepung terigu 1/4 kg."", ""item_original"": ""tepung terigu"", ""item_normalized"": ""tepung terigu"", ""quantity"": 0.25, ""unit"": ""kilogram""}, {""original_text"": ""garam sedikit"", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": null, ""unit"": ""secukupnya""}, {""original_text"": ""telur bebek 1 btr."", ""item_original"": ""telur bebek"", ""item_normalized"": ""telur bebek"", ""quantity"": 1.0, ""unit"": ""butir""}]}]","Cara membuat Atjar Timor (Tjara membuatnja):
1. Bumbu direndam air, lalu diangkat.
2. Sayuran dicuci bersih lalu dimasukkan sesudah dipotong kecil dalam larutan cuka dan gula pasir, kemudian beserta bumbu dimasak.
Cara membuat Pelengkap (Keterangan):
Dimakan bersama masakan dibawah ini:
Telur dikocok dengan garam, terigu dan air. Diulek, digiling tipis, dipotong persegi empat, lalu digoreng.",,Unknown,LAUK PAUK BASAH TIDAK BERKUAH
346,MR_393_02,ATJAR TJAMPUR,Acar Campur,393,Purwokerto,Acar/Pickles,"[{""group_name"": ""bahan_utama"", ""original_header"": ""Bahan²"", ""ingredients"": [{""original_text"": ""ketimun besar 1/2 kg."", ""item_original"": ""ketimun besar"", ""item_normalized"": ""ketimun besar"", ""quantity"": 0.5, ""unit"": ""kilogram""}, {""original_text"": ""kol putih 2 ons"", ""item_original"": ""kol putih"", ""item_normalized"": ""kol putih"", ""quantity"": 200.0, ""unit"": ""gram""}, {""original_text"": ""wortel 4 bh."", ""item_original"": ""wortel"", ""item_normalized"": ""wortel"", ""quantity"": 4.0, ""unit"": ""buah""}, {""original_text"": ""taoge 1 ons"", ""item_original"": ""taoge"", ""item_normalized"": ""tauge"", ""quantity"": 100.0, ""unit"": ""gram""}]}, {""group_name"": ""bumbu"", ""original_header"": ""Bumbu²"", ""ingredients"": [{""original_text"": ""bawang merah 6 bh."", ""item_original"": ""bawang merah"", ""item_normalized"": ""bawang merah"", ""quantity"": 6.0, ""unit"": ""buah""}, {""original_text"": ""bawang putih 2 siung"", ""item_original"": ""bawang putih"", ""item_normalized"": ""bawang putih"", ""quantity"": 2.0, ""unit"": ""siung""}, {""original_text"": ""lombok rawit 20 bh."", ""item_original"": ""lombok rawit"", ""item_normalized"": ""cabai rawit"", ""quantity"": 20.0, ""unit"": ""buah""}, {""original_text"": ""djae 1/2 rdj."", ""item_original"": ""djae"", ""item_normalized"": ""jahe"", ""quantity"": 0.5, ""unit"": ""ruas""}, {""original_text"": ""tjuka 4 sdm."", ""item_original"": ""tjuka"", ""item_normalized"": ""cuka"", ""quantity"": 4.0, ""unit"": ""sendok makan""}, {""original_text"": ""gula pasir 1 sdm."", ""item_original"": ""gula pasir"", ""item_normalized"": ""gula pasir"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""kemiri 5 bdj."", ""item_original"": ""kemiri"", ""item_normalized"": ""kemiri"", ""quantity"": 5.0, ""unit"": ""buah""}, {""original_text"": ""kunjit 1 rdj."", ""item_original"": ""kunjit"", ""item_normalized"": ""kunyit"", ""quantity"": 1.0, ""unit"": ""ruas jari""}, {""original_text"": ""garam 1 sdm."", ""item_original"": ""garam"", ""item_normalized"": ""garam"", ""quantity"": 1.0, ""unit"": ""sendok makan""}, {""original_text"": ""minjak goreng 2 sdm."", ""item_original"": ""minjak goreng"", ""item_normalized"": ""minyak goreng"", ""quantity"": 2.0, ""unit"": ""sendok makan""}]}]","Ketimun dikupas dibuang isinja, dibelah kemudian dipotong sebesar 2 ruas djari.
Kol ditjutji, di-potong² sama besar dengan ketimun, wortel dikupas dipotong sama. Taoge dibuang tudungnja dan ekornja.
Bawang merah dikupas dipotong mendjadi 4, lombok rawit dibuang tangkainja.
Bumbu² lain dihaluskan, ditumis dengan minjak goreng.
Bahan dimasukkan, ditumis sampai ½ masak kemudian diangkat.",Purwokerto,Jawa Tengah,LAUK PAUK BASAH TIDAK BERKUAH
